TQ,FQ,TS,FS
170,449,220,64
162,465,213,63
89,224,432,158
163,435,240,65
162,467,217,57
148,476,212,67
163,461,215,64
174,472,199,58
183,445,216,59
230,623,45,5
213,644,41,5
178,458,201,66
217,638,44,4
181,449,214,59
194,660,44,5
143,444,241,75
21,47,630,205
245,615,38,5
168,441,230,64
224,631,43,5
233,628,38,4
190,467,198,48
174,467,211,51
224,641,34,4
210,633,51,9
68,245,447,143
24,47,627,205
158,465,216,64
177,469,209,48
166,472,212,53
205,650,40,8
165,462,221,55
158,450,226,69
20,53,623,207
221,638,38,6
177,441,215,70
164,450,235,54
162,454,230,57
0,4,681,218
18,38,632,215
