TQ,FQ,TS,FS
39,68,601,195
117,334,344,108
169,356,300,78
115,247,428,113
161,490,194,58
105,267,421,110
168,466,210,59
158,397,274,74
69,147,514,173
141,397,271,94
130,333,352,88
197,489,170,47
51,81,601,170
128,294,369,112
41,110,594,158
149,410,275,69
139,347,330,87
150,361,292,100
81,184,487,151
48,93,581,181
166,395,271,71
238,665,0,0
206,625,53,19
108,287,388,120
38,100,584,181
30,57,635,181
166,451,223,63
147,401,280,75
60,217,461,165
0,3,681,219
146,427,263,67
162,464,219,58
110,275,401,117
113,293,383,114
161,445,231,66
80,158,498,167
34,64,621,184
154,399,285,65
136,352,333,82
34,75,595,199
