TQ,FQ,TS,FS
104,222,447,130
195,523,155,30
134,309,347,113
110,242,433,118
187,502,182,32
100,257,431,115
195,514,162,32
139,352,319,93
207,508,153,35
60,136,532,175
115,294,391,103
143,339,320,101
190,527,155,31
204,495,168,36
100,288,416,99
94,241,444,124
2,7,670,224
213,503,150,37
211,533,138,21
120,246,428,109
148,348,318,89
210,504,161,28
110,255,423,115
200,537,138,28
128,338,346,91
100,267,425,111
134,312,362,95
117,318,363,105
197,509,169,28
53,148,536,166
208,651,39,5
186,515,168,34
192,511,165,35
223,640,36,4
191,502,174,36
119,289,367,128
126,334,351,92
163,446,238,56
189,543,142,29
146,333,337,87
