TQ,FQ,TS,FS
175,419,250,59
170,399,279,55
169,373,283,78
162,384,291,66
145,390,294,74
147,422,266,68
163,409,267,64
167,409,262,65
179,383,278,63
232,624,44,3
157,428,257,61
0,1,658,244
164,430,252,57
174,397,266,66
139,428,276,60
145,386,299,73
164,417,260,62
182,396,257,68
11,23,648,221
174,420,254,55
174,395,271,63
187,414,251,51
163,401,277,62
167,402,273,61
156,389,295,63
158,394,298,53
178,399,275,51
157,412,269,65
174,406,272,51
211,638,46,8
154,417,273,59
153,359,324,67
146,376,300,81
164,407,269,63
165,397,279,62
12,22,634,235
159,381,304,59
0,0,684,219
161,408,277,57
166,389,281,67
