TQ,FQ,TS,FS
142,285,384,92
142,286,392,83
141,265,391,106
126,276,399,102
135,298,386,84
130,294,394,85
133,283,393,94
136,266,405,96
142,281,380,100
235,667,1,0
139,311,374,79
147,298,361,97
133,312,370,88
142,293,370,98
112,321,383,87
138,283,402,80
136,292,385,90
161,292,361,89
126,286,385,106
128,286,388,101
235,659,7,2
144,265,400,94
135,282,396,90
135,285,390,93
141,284,400,78
131,309,383,80
153,281,393,76
143,284,397,79
135,295,383,90
140,302,382,79
132,288,402,81
145,313,370,75
137,333,343,90
150,299,377,77
125,302,374,102
146,282,374,101
137,281,404,81
145,296,388,74
208,631,54,10
134,279,391,99
