TQ,FQ,TS,FS
218,537,132,16
212,566,112,13
0,0,656,247
205,568,107,23
203,567,117,16
195,570,118,20
214,561,115,13
0,0,671,232
224,551,110,18
0,1,667,235
203,578,107,15
227,556,103,17
207,562,120,14
223,547,116,17
181,601,103,18
203,561,124,15
0,2,675,226
232,541,112,18
215,550,121,17
210,554,120,19
222,560,106,15
221,541,124,17
215,572,106,10
214,551,124,14
201,565,119,18
196,561,131,15
216,543,131,13
208,544,137,14
213,572,106,12
205,574,110,14
199,570,120,14
213,562,121,7
210,573,103,17
0,3,673,227
214,555,121,13
233,559,97,14
198,565,120,20
201,557,127,18
0,0,685,218
0,0,670,233
