TQ,FQ,TS,FS
214,541,128,20
210,574,104,15
228,548,108,19
204,554,121,24
199,562,122,20
196,569,119,19
0,0,676,227
209,561,110,23
219,546,115,23
212,552,116,23
0,0,685,218
226,567,92,18
0,0,682,221
218,549,114,22
0,0,704,199
197,561,124,21
207,555,122,19
235,543,110,15
0,0,671,232
0,0,674,229
0,0,666,237
224,564,101,14
208,574,104,17
207,553,122,21
0,0,684,219
190,565,127,21
214,546,128,15
204,564,117,18
209,569,109,16
207,567,117,12
192,567,123,21
207,565,118,13
205,576,100,22
0,0,676,227
204,559,117,23
220,554,102,27
0,0,685,218
199,573,111,20
195,566,119,23
214,557,113,19
