TQ,FQ,TS,FS
153,295,374,81
143,285,393,82
145,263,393,102
198,510,165,30
120,263,421,99
123,243,445,92
131,256,420,96
125,250,421,107
137,265,396,105
138,256,412,97
135,252,433,83
143,271,388,101
118,236,446,103
149,268,395,91
121,286,418,78
131,273,412,87
127,268,409,99
141,226,427,109
135,262,409,97
158,322,352,71
106,212,454,131
163,329,336,75
115,253,425,110
156,333,342,72
126,260,424,93
130,274,418,81
141,253,421,88
116,217,464,106
135,277,401,90
135,282,402,84
37,73,617,176
142,288,395,78
147,272,404,80
130,253,423,97
186,443,233,41
138,243,413,109
141,268,417,77
118,265,419,101
112,225,460,106
138,280,390,95
