TQ,FQ,TS,FS
169,384,285,65
149,358,320,76
239,591,65,8
161,353,322,67
155,392,292,64
149,401,287,66
156,377,299,71
156,384,287,76
167,355,306,75
161,349,319,74
155,380,305,63
169,377,282,75
148,376,306,73
157,354,309,83
137,421,283,62
136,340,345,82
156,401,276,70
171,373,280,79
153,338,333,79
17,27,647,212
15,30,636,222
22,35,630,216
159,378,300,66
219,616,59,9
159,384,300,60
142,345,347,69
162,354,320,67
144,364,317,78
172,387,291,53
0,3,681,219
136,354,336,77
152,345,338,68
152,358,318,75
165,368,308,62
156,360,316,71
160,375,281,87
152,370,315,66
153,376,308,66
145,356,329,73
161,363,307,72
