TQ,FQ,TS,FS
37,55,614,197
169,489,189,56
99,208,448,148
223,637,38,5
211,657,27,8
204,654,34,11
222,647,29,5
33,69,602,199
29,67,594,213
30,58,610,205
86,205,480,132
35,55,604,209
33,73,609,188
33,59,604,207
191,660,44,8
30,60,625,188
30,57,620,196
33,60,593,217
32,58,613,200
80,195,479,149
95,203,463,142
22,53,612,216
222,635,43,3
26,70,605,202
210,638,46,9
205,652,40,6
89,227,447,140
217,636,45,5
33,70,608,192
212,653,31,7
81,226,464,132
218,636,47,2
218,643,33,9
80,208,468,147
87,209,467,140
104,210,446,143
35,54,631,183
78,227,457,141
142,491,194,76
86,206,464,147
