TQ,FQ,TS,FS
0,0,669,234
202,584,94,23
0,0,656,247
209,581,94,19
0,0,684,219
191,596,92,24
0,0,676,227
0,0,671,232
2,10,651,240
218,573,95,17
199,589,96,19
228,589,70,16
0,0,682,221
211,567,96,29
183,609,95,16
193,580,105,25
2,9,668,224
230,559,94,20
213,565,106,19
0,0,674,229
0,0,666,237
0,0,665,238
0,0,678,225
207,579,96,21
0,0,684,219
192,589,103,19
212,567,107,17
200,580,101,22
202,586,92,23
201,581,103,18
191,586,104,22
203,585,98,17
0,0,676,227
217,589,87,10
0,0,676,227
221,569,87,26
0,0,685,218
199,593,91,20
190,584,101,28
229,660,10,4
