TQ,FQ,TS,FS
71,151,518,163
175,423,255,50
62,142,514,185
154,354,321,74
163,422,262,56
180,432,256,35
106,216,460,121
176,426,245,56
140,288,373,102
111,220,448,124
172,402,283,46
197,407,252,47
178,420,262,43
162,322,341,78
71,195,509,128
104,248,437,114
177,413,264,49
219,489,164,31
152,322,349,80
183,426,248,46
167,357,309,70
132,284,381,106
167,407,271,58
147,343,332,81
175,442,242,44
165,418,274,46
189,404,270,40
173,407,274,49
182,422,256,43
127,288,396,92
100,255,435,113
98,203,480,122
151,334,342,76
197,457,219,30
187,435,241,40
166,366,290,81
164,385,300,54
148,393,291,71
174,412,273,44
132,281,389,101
