TQ,FQ,TS,FS
183,474,195,51
217,647,31,8
25,54,602,222
28,50,625,200
66,216,468,153
161,500,188,54
175,504,172,52
25,52,619,207
19,68,593,223
232,626,42,3
166,488,197,52
5,5,654,239
69,205,477,152
25,41,622,215
152,505,199,47
15,41,644,203
26,63,614,200
26,41,612,224
228,630,41,4
191,476,198,38
234,634,32,3
182,476,189,56
183,489,189,42
65,208,467,163
24,44,640,195
22,46,646,189
3,2,672,226
21,43,638,201
174,475,203,51
50,184,500,169
3,4,686,210
217,638,45,3
173,488,188,54
180,489,187,47
2,2,674,225
185,477,179,62
22,58,627,196
212,642,42,7
158,481,204,60
228,634,36,5
