TQ,FQ,TS,FS
97,191,478,137
100,231,447,125
83,131,525,164
105,195,480,123
100,291,393,119
76,156,532,139
111,206,470,116
95,198,473,137
97,192,469,145
143,295,373,92
117,229,456,101
116,199,460,128
151,362,320,70
151,346,317,89
91,228,476,108
93,193,492,125
40,68,609,186
110,177,476,140
64,123,548,168
151,328,346,78
159,359,307,78
154,325,340,84
144,333,345,81
91,171,504,137
104,238,446,115
30,65,627,181
106,212,462,123
142,343,338,80
117,210,468,108
97,191,493,122
102,218,472,111
112,245,438,108
220,633,43,7
148,371,305,79
115,223,453,112
114,218,438,133
104,225,460,114
100,229,455,119
141,320,365,77
118,232,438,115
