TQ,FQ,TS,FS
13,26,643,221
189,543,135,36
11,21,635,236
196,532,143,32
215,664,20,4
175,556,132,40
190,556,120,37
0,0,671,232
11,27,634,231
200,528,140,35
215,663,22,3
205,539,120,39
186,542,140,35
239,642,21,1
7,22,682,192
177,527,158,41
193,562,115,33
249,621,32,1
9,19,652,223
13,21,653,216
15,22,644,222
238,648,17,0
0,1,677,225
225,647,28,3
12,24,660,207
12,24,668,199
201,542,132,28
11,26,655,211
8,21,657,217
9,16,668,210
186,558,132,27
190,539,144,30
4,18,658,223
9,33,643,218
0,3,673,227
203,526,130,44
184,560,125,34
185,539,145,34
6,28,657,212
228,649,21,5
