TQ,FQ,TS,FS
174,390,279,60
168,383,295,57
170,332,324,77
155,376,299,73
157,390,294,62
157,405,283,58
157,373,303,70
160,357,314,72
179,374,287,63
172,379,289,63
159,408,277,59
182,381,278,62
154,399,283,67
178,388,275,62
145,433,271,54
154,365,320,64
162,390,287,64
182,370,283,68
156,368,303,76
164,367,307,65
177,370,296,60
184,378,287,54
163,372,306,62
0,0,675,228
158,382,302,61
152,397,295,59
174,360,314,55
150,351,330,72
171,366,312,54
155,365,319,64
147,370,320,66
164,374,309,56
168,387,289,59
0,0,676,227
167,384,292,60
164,362,294,83
154,355,330,64
158,391,293,61
151,374,311,67
158,374,296,75
