TQ,FQ,TS,FS
4,10,659,230
148,404,274,77
239,592,64,8
223,609,66,5
152,438,246,67
143,423,265,72
157,445,231,70
221,619,52,11
176,418,243,66
157,396,272,78
31,52,633,187
37,71,588,207
155,432,250,66
164,388,275,76
133,440,264,66
142,418,267,76
218,611,66,8
243,588,65,7
162,404,267,70
175,425,249,54
1,8,658,236
175,430,235,63
167,434,244,58
16,50,625,212
157,431,253,62
23,48,644,188
32,69,605,197
215,604,77,7
220,607,71,5
22,53,631,197
206,633,57,7
211,610,73,9
217,609,67,10
24,72,604,203
155,405,271,72
2,4,652,245
149,434,251,69
206,611,73,13
135,402,283,83
0,0,670,233
