TQ,FQ,TS,FS
157,324,345,77
149,322,356,76
127,260,396,120
147,308,367,81
152,364,320,67
134,338,350,81
149,329,347,78
128,291,380,104
173,348,313,69
220,573,95,15
145,348,337,73
163,339,320,81
136,334,348,85
151,319,344,89
132,383,321,67
140,315,370,78
205,567,110,21
164,318,335,86
144,309,362,88
149,313,361,80
167,332,334,70
178,358,307,60
160,369,309,65
147,322,353,81
142,312,372,77
187,562,130,24
141,274,400,88
140,318,363,82
157,319,359,68
187,524,160,32
138,334,356,75
0,0,683,220
151,322,354,76
148,325,351,79
150,327,349,77
152,319,337,95
143,322,363,75
200,566,118,19
138,331,354,80
135,291,379,98
