TQ,FQ,TS,FS
130,235,434,104
142,340,338,83
162,363,293,85
126,273,402,102
149,372,312,70
149,401,287,66
35,62,614,192
139,323,348,93
187,449,212,55
197,527,141,38
164,398,287,54
228,582,77,16
133,310,372,88
113,230,433,127
70,168,536,129
103,251,434,115
62,138,539,164
222,492,161,28
113,222,449,119
186,413,261,43
179,423,243,58
127,254,411,111
18,22,656,207
177,422,253,51
200,544,140,19
162,456,236,49
173,433,241,56
34,73,608,188
122,221,457,103
8,20,664,211
67,135,555,146
151,412,271,69
109,237,439,118
164,388,288,63
142,328,348,85
247,656,0,0
180,467,218,38
100,210,474,119
155,393,292,63
36,77,593,197
