TQ,FQ,TS,FS
210,566,103,24
195,573,105,30
244,642,14,3
3,11,664,225
0,1,683,219
175,581,107,40
194,582,94,33
200,568,103,32
5,16,645,237
4,13,655,231
0,0,685,218
222,568,91,22
2,16,666,219
201,542,121,39
3,10,694,196
181,569,116,37
6,15,662,220
223,546,107,27
201,546,125,31
200,550,124,29
210,574,92,27
0,0,665,238
204,570,108,21
202,576,99,26
190,574,110,29
2,12,680,209
205,560,114,24
185,559,122,37
0,1,677,225
188,558,126,31
212,682,8,1
0,0,683,220
0,0,676,227
223,645,31,4
227,665,11,0
246,648,8,1
196,577,108,22
192,578,106,27
180,572,113,38
225,646,24,8
