TQ,FQ,TS,FS
103,233,436,131
135,362,316,90
77,151,505,170
92,184,491,136
186,513,171,33
91,202,486,124
116,260,416,111
58,104,567,174
159,345,316,83
144,291,377,91
120,271,414,98
95,192,467,149
90,179,503,131
203,508,155,37
100,254,450,99
71,153,532,147
134,310,367,92
177,396,257,73
42,70,601,190
156,315,359,73
81,133,533,156
213,520,145,25
61,90,588,164
183,451,224,45
115,286,398,104
131,320,372,80
143,293,381,86
118,264,417,104
198,513,165,27
144,355,329,75
147,408,282,66
111,264,419,109
155,362,314,72
110,230,446,117
115,224,452,112
141,266,390,106
140,339,346,78
83,196,488,136
125,293,392,93
0,0,670,233
