TQ,FQ,TS,FS
158,346,323,76
156,349,329,69
153,346,310,94
145,343,332,83
141,374,310,78
144,364,324,71
149,359,317,78
160,351,320,72
237,616,45,5
166,355,313,69
149,371,314,69
170,373,286,74
159,371,311,62
163,354,309,77
132,376,328,67
137,355,330,81
219,637,40,7
167,343,310,83
148,333,338,84
154,350,324,75
164,351,315,73
170,364,301,68
154,346,332,71
220,626,49,8
153,348,336,66
147,378,314,64
158,350,324,71
152,365,316,70
155,361,317,70
151,351,333,68
138,336,354,75
150,350,333,70
149,372,304,78
225,635,41,2
152,359,317,75
164,354,302,83
150,331,354,68
156,368,316,63
152,343,342,66
161,343,327,72
