TQ,FQ,TS,FS
203,524,145,31
89,165,513,136
199,416,240,48
89,158,517,139
97,175,509,122
142,336,352,73
89,158,518,138
185,424,247,47
189,415,246,53
178,436,232,57
175,454,231,43
94,143,516,150
96,156,526,125
190,442,221,50
158,429,275,41
156,353,332,62
176,416,261,50
104,144,509,146
91,160,511,141
184,405,269,45
117,199,467,120
199,438,227,39
163,352,326,62
102,168,507,126
176,447,237,43
144,346,346,67
217,592,82,12
91,165,516,131
103,168,510,122
178,424,260,41
83,164,526,130
82,159,524,138
176,425,251,51
196,439,237,31
156,366,310,71
192,406,250,55
96,155,530,122
94,212,472,125
167,418,267,51
187,426,244,46
