TQ,FQ,TS,FS
223,597,72,11
137,356,322,88
162,369,287,85
0,1,674,228
132,367,317,87
144,440,248,71
218,622,54,9
169,448,223,63
237,604,57,5
164,411,257,71
210,610,75,8
233,604,55,11
150,417,265,71
166,381,282,74
135,427,277,64
0,0,685,218
165,420,257,61
17,59,594,233
164,378,293,68
172,418,256,57
230,612,54,7
178,404,261,60
171,437,241,54
219,605,70,9
159,415,269,60
150,425,267,61
220,610,64,9
213,605,76,9
169,423,255,56
157,421,263,62
15,34,656,198
157,380,303,63
156,409,267,71
170,426,250,57
160,412,264,67
139,365,291,108
157,437,248,61
151,403,281,68
126,356,329,92
168,395,275,65
