TQ,FQ,TS,FS
187,437,232,47
183,448,230,42
78,115,541,169
82,127,548,146
85,150,534,134
163,468,220,52
85,139,537,142
226,639,32,6
95,134,527,147
173,372,296,62
80,156,529,138
91,149,510,153
80,141,541,141
83,137,526,157
71,141,563,128
178,458,227,40
104,208,469,122
101,128,525,149
84,128,543,148
71,102,572,158
175,352,314,62
116,229,436,122
187,458,220,38
152,361,314,76
157,348,336,62
74,142,550,137
115,217,457,114
184,445,236,38
168,376,302,57
97,222,462,122
171,474,216,42
83,134,549,137
180,455,221,47
88,129,547,139
84,149,527,143
81,137,519,166
75,137,548,143
81,136,548,138
100,266,419,118
85,149,521,148
