TQ,FQ,TS,FS
45,75,594,189
215,625,53,10
158,375,281,89
44,66,609,184
210,628,56,9
206,630,58,9
16,41,635,211
1,0,671,231
167,420,241,75
159,419,249,76
35,60,625,183
234,598,61,10
40,90,592,181
162,407,256,78
189,633,71,10
138,422,263,80
32,56,621,194
242,596,57,8
27,71,600,205
224,607,67,5
105,257,409,132
229,605,60,9
215,613,65,10
35,80,595,193
205,609,75,14
203,623,69,8
223,606,68,6
150,441,240,72
39,89,589,186
209,625,59,10
33,77,613,180
209,608,75,11
157,416,260,70
34,78,598,193
159,435,241,68
240,609,47,7
26,56,629,192
153,429,255,66
143,412,273,75
165,427,243,68
