TQ,FQ,TS,FS
206,546,123,28
10,19,659,215
6,15,641,241
202,557,118,26
8,25,659,211
181,570,118,34
193,576,100,34
199,554,117,33
10,23,638,232
207,543,125,28
192,561,124,26
242,645,14,2
6,19,663,215
12,17,646,228
169,582,122,30
0,2,683,218
10,23,654,216
11,19,634,239
204,545,126,28
14,15,659,215
9,21,645,228
9,17,648,229
203,561,117,22
9,27,648,219
188,557,127,31
179,560,132,32
197,552,122,32
187,553,128,35
10,17,661,215
11,22,662,208
184,560,130,29
220,664,19,0
195,557,119,32
6,24,652,221
204,551,125,23
208,546,110,39
190,560,125,28
187,559,125,32
8,23,662,210
200,558,112,33
