TQ,FQ,TS,FS
119,208,461,115
129,280,398,96
61,110,546,186
110,199,476,118
104,209,475,115
167,385,303,48
101,200,476,126
155,348,323,77
150,329,332,92
186,430,238,49
176,402,283,42
127,219,440,117
89,156,526,132
113,207,456,127
95,204,500,104
98,204,481,120
114,211,466,112
120,193,460,130
101,191,480,131
119,211,463,110
149,362,304,88
117,194,471,121
102,202,476,123
153,346,329,75
106,216,468,113
105,211,481,106
110,194,480,119
107,183,498,115
152,351,327,73
145,346,338,74
143,336,354,70
121,216,467,99
27,40,636,200
109,209,467,118
71,97,579,156
124,215,441,123
128,282,403,90
113,282,402,106
103,204,481,115
136,298,372,97
