TQ,FQ,TS,FS
200,481,188,34
145,349,329,80
183,382,274,64
70,143,532,158
72,149,535,147
86,191,497,129
119,279,397,108
188,464,207,44
195,442,219,47
181,406,262,54
128,291,394,90
180,396,263,64
180,495,187,41
111,222,441,129
133,345,359,66
170,453,232,48
180,434,243,46
192,441,212,58
180,422,249,52
181,389,285,48
188,451,215,49
19,46,619,219
182,438,240,43
95,218,457,133
169,458,226,50
168,438,254,43
180,420,254,49
181,474,207,41
116,256,422,109
135,308,376,84
171,506,184,42
94,261,422,126
100,192,484,127
176,423,253,51
153,308,368,74
190,431,225,57
178,462,223,40
37,62,622,182
99,208,477,119
158,339,331,75
