TQ,FQ,TS,FS
127,276,393,107
106,261,417,119
26,54,602,221
212,599,76,16
95,247,437,124
55,94,594,160
109,255,421,118
124,261,410,108
45,95,566,197
47,85,583,188
118,281,404,100
113,233,426,131
41,87,595,180
110,252,411,130
97,285,419,102
97,249,436,121
123,257,420,103
123,250,403,127
120,278,393,112
118,274,400,111
60,115,551,177
52,83,582,186
217,617,61,8
117,268,407,111
59,121,563,160
106,260,432,105
124,266,408,105
60,93,588,162
115,266,412,110
205,629,55,14
203,643,47,10
50,103,580,170
56,122,554,171
119,262,414,108
114,241,435,113
132,274,382,115
125,266,419,93
104,267,417,115
29,55,630,189
123,252,418,110
