TQ,FQ,TS,FS
232,644,25,2
185,482,196,40
73,155,501,174
201,540,135,27
76,192,492,143
120,371,317,95
76,182,494,151
90,208,463,142
131,276,385,111
70,178,490,165
166,465,220,52
112,245,414,132
88,200,482,133
141,339,324,99
113,305,399,86
103,301,384,115
122,293,384,104
137,271,382,113
126,275,396,106
119,295,379,110
205,529,137,32
118,280,385,120
84,155,523,141
200,561,114,28
66,165,519,153
160,467,225,51
123,300,374,106
44,109,572,178
123,299,379,102
78,210,474,141
122,374,316,91
216,649,34,4
141,316,360,86
200,544,132,27
72,178,498,155
41,63,593,206
189,556,129,29
173,482,202,46
161,465,220,57
37,63,607,196
