TQ,FQ,TS,FS
60,78,591,174
160,380,298,65
114,228,428,133
47,77,598,181
91,165,519,128
89,192,496,126
86,187,489,141
58,99,572,174
171,432,229,71
216,555,113,19
169,479,206,49
185,415,244,59
98,215,467,123
196,518,145,44
122,361,343,77
194,546,139,24
93,212,465,133
231,557,96,19
134,282,389,98
142,332,342,87
99,196,470,138
106,188,477,132
205,527,151,20
220,635,40,8
130,283,401,89
190,572,120,21
176,476,198,53
142,327,354,80
149,331,347,76
201,588,96,18
118,284,406,95
57,89,594,163
87,193,483,140
149,333,343,78
210,589,87,17
177,433,223,70
200,557,128,18
143,341,343,76
85,190,495,133
185,431,239,48
