TQ,FQ,TS,FS
129,230,439,105
124,252,426,101
131,222,434,116
205,537,138,23
199,566,118,20
107,268,420,108
115,210,466,112
124,211,460,108
125,221,440,117
123,242,426,112
107,265,420,111
136,250,409,108
108,236,446,113
127,233,430,113
101,256,448,98
113,245,440,105
124,233,444,102
138,238,415,112
117,249,422,115
116,243,431,113
138,243,423,99
135,221,444,103
131,243,435,94
99,217,458,129
107,224,460,112
111,225,467,100
217,578,96,12
116,213,468,106
121,234,444,104
119,229,455,100
115,241,449,98
118,236,447,102
119,271,405,108
130,225,451,97
211,533,143,16
124,254,402,123
120,238,447,98
113,239,445,106
125,248,437,93
107,221,449,126
