TQ,FQ,TS,FS
2,1,668,232
63,169,509,162
95,229,427,152
136,311,364,92
105,239,445,114
188,527,161,27
108,245,431,119
130,330,341,102
218,548,113,24
207,515,153,28
189,531,154,29
42,52,607,202
111,254,428,110
107,242,421,133
174,546,158,25
104,320,365,114
135,324,353,91
224,551,102,26
127,279,392,105
143,319,355,86
113,229,437,124
108,238,427,130
138,327,351,87
108,237,438,120
122,309,375,97
59,155,537,152
94,237,437,135
206,562,119,16
114,245,433,111
36,60,624,183
190,575,115,23
130,299,384,90
188,513,163,39
130,314,362,97
23,67,609,204
0,0,656,247
86,215,470,132
128,320,364,91
97,220,465,121
203,508,162,30
