TQ,FQ,TS,FS
147,281,388,87
136,279,399,89
138,298,358,109
144,304,371,84
142,319,365,77
137,330,358,78
140,297,379,87
136,286,385,96
142,287,374,100
141,276,392,94
143,324,361,75
152,303,356,92
148,319,363,73
136,290,373,104
192,643,61,7
136,309,376,82
211,590,87,15
165,292,361,85
137,263,408,95
157,308,366,72
152,308,358,85
157,295,370,81
141,300,378,84
138,313,362,90
202,570,114,17
125,292,400,86
218,580,94,11
142,312,369,80
220,597,81,5
142,322,362,77
133,281,409,80
145,289,394,75
149,323,353,78
155,320,356,72
133,296,380,94
159,325,331,88
137,277,408,81
148,321,363,71
143,294,391,75
149,302,368,84
