TQ,FQ,TS,FS
204,491,178,30
0,0,678,225
212,489,167,35
193,506,169,35
0,0,684,219
187,524,164,28
195,515,161,32
200,513,158,32
210,503,158,32
201,503,165,34
197,527,158,21
212,515,144,32
0,0,682,221
205,503,160,35
172,559,145,27
188,507,178,30
199,510,167,27
225,506,147,25
193,502,169,39
202,508,166,27
207,509,157,30
215,508,157,23
200,516,162,25
195,517,158,33
187,517,167,32
181,522,170,30
207,495,179,22
196,506,175,26
0,0,678,225
201,516,168,18
184,510,180,29
200,516,167,20
190,526,150,37
207,516,160,20
198,520,156,29
208,502,154,39
192,514,171,26
188,518,166,31
183,514,171,35
202,501,169,31
