TQ,FQ,TS,FS
16,27,642,218
222,668,10,3
10,23,633,237
7,26,649,221
14,26,658,205
210,672,16,5
185,573,103,42
58,129,542,174
204,539,122,38
45,139,529,190
35,125,560,183
243,645,14,1
5,25,657,216
239,645,18,1
196,677,27,3
216,665,20,2
223,666,11,3
13,27,626,237
231,650,21,1
43,117,557,186
12,24,642,225
237,643,22,1
14,16,662,211
10,29,646,218
15,24,660,204
45,131,561,166
227,657,17,2
220,659,22,2
44,133,545,181
12,18,666,207
8,25,665,205
220,662,21,0
191,557,119,36
41,123,553,186
12,15,661,215
245,641,15,2
218,667,18,0
217,671,13,2
166,556,129,52
198,556,114,35
