TQ,FQ,TS,FS
208,516,153,26
109,226,452,116
110,209,447,137
192,470,205,36
115,248,436,104
103,237,451,112
122,243,433,105
206,473,198,26
108,195,466,134
126,240,428,109
112,259,426,106
128,243,416,116
112,235,447,109
215,526,137,25
88,198,506,111
115,289,396,103
117,241,436,109
134,222,431,116
117,209,462,115
105,193,481,124
127,243,423,110
137,232,433,101
127,235,443,98
115,224,451,113
117,220,464,102
91,196,496,120
195,467,207,34
109,217,464,113
120,224,454,105
111,238,446,108
113,235,455,100
117,226,457,103
124,237,439,103
210,538,138,17
96,190,486,131
223,518,138,24
195,529,156,23
187,465,219,32
196,509,176,22
207,522,148,26
