TQ,FQ,TS,FS
0,0,669,234
0,0,678,225
228,582,74,19
208,574,101,20
201,586,98,18
192,596,92,23
201,584,92,26
207,573,98,25
220,556,105,22
220,572,96,15
201,588,97,17
0,0,659,244
205,585,97,16
0,0,663,240
185,605,99,14
197,579,106,21
211,575,102,15
1,9,644,249
215,573,98,17
0,0,674,229
0,0,666,237
0,0,665,238
207,587,91,18
208,572,103,20
0,0,684,219
193,590,102,18
211,580,94,18
201,580,101,21
206,588,90,19
0,0,684,219
0,0,690,213
0,0,683,220
206,583,93,21
217,595,81,10
209,583,93,18
225,562,94,22
205,588,97,13
200,590,94,19
193,583,102,25
0,0,670,233
