TQ,FQ,TS,FS
191,475,194,43
179,489,189,46
193,457,199,54
171,452,223,57
172,462,222,47
164,488,200,51
183,491,185,44
178,495,176,54
196,472,189,46
190,477,191,45
179,488,197,39
196,491,168,48
0,4,678,221
0,0,663,240
149,479,225,50
169,482,203,49
221,650,27,5
200,460,193,50
187,478,193,45
0,0,674,229
193,494,172,44
201,482,183,37
192,496,182,33
9,27,648,219
3,3,681,216
152,457,235,59
197,488,186,32
164,453,228,58
223,642,36,2
181,488,196,38
211,659,31,2
178,474,209,42
183,480,196,44
10,44,632,217
187,487,189,40
177,443,213,70
169,506,179,49
215,654,30,4
166,478,207,52
187,483,187,46
