TQ,FQ,TS,FS
163,422,247,71
178,466,212,47
171,383,273,76
93,198,477,135
200,563,121,19
159,432,256,56
178,437,239,49
148,351,320,84
144,302,359,98
184,425,243,51
204,565,120,14
139,282,377,105
195,516,166,26
147,318,345,93
163,513,191,36
120,280,405,98
101,203,474,125
140,261,392,110
136,299,372,96
188,423,251,41
123,249,417,114
202,462,203,36
136,278,400,89
94,197,478,134
124,295,389,95
112,273,419,99
49,71,603,180
152,396,285,70
151,366,312,74
108,190,494,111
202,616,74,11
37,72,611,183
192,474,202,35
147,342,334,80
201,495,181,26
124,235,421,123
191,526,159,27
145,371,313,74
121,260,425,97
95,189,481,138
