TQ,FQ,TS,FS
145,261,408,89
134,255,423,91
140,251,405,107
142,260,415,86
124,251,433,95
139,254,434,76
129,234,442,98
134,264,407,98
128,230,431,114
138,268,400,97
185,445,240,33
136,242,417,108
127,259,423,94
142,256,407,98
119,272,432,80
191,479,206,27
93,177,500,133
149,221,432,101
133,245,426,99
152,319,355,77
136,249,417,101
166,316,349,72
172,450,228,53
123,267,408,105
119,273,411,100
126,270,422,85
134,241,433,95
134,245,436,88
136,265,413,89
148,331,353,71
104,233,457,109
157,343,340,63
134,259,417,93
135,263,413,92
137,236,440,90
147,265,391,100
154,358,327,64
110,253,431,109
130,251,434,88
161,339,331,72
