TQ,FQ,TS,FS
162,391,278,72
14,38,640,211
229,523,133,18
204,537,138,24
195,556,128,24
64,153,535,151
130,308,368,97
141,357,314,91
213,519,142,29
193,490,178,42
188,504,181,30
225,533,126,19
48,131,551,173
183,425,238,57
73,175,529,126
85,201,484,133
72,188,489,154
220,504,149,30
6,0,671,226
64,132,542,165
198,472,194,39
191,443,222,47
29,28,650,196
30,43,632,198
95,277,407,124
113,310,382,98
204,510,164,25
69,173,508,153
209,549,129,16
136,359,325,83
90,225,465,123
115,261,422,105
133,294,382,94
102,246,430,125
171,422,254,56
53,82,574,194
29,50,635,189
136,341,343,83
146,401,284,72
36,87,583,197
