TQ,FQ,TS,FS
119,223,446,115
142,292,386,83
140,279,377,107
139,284,391,89
113,289,395,106
126,206,482,89
92,141,535,135
78,168,503,154
93,158,503,149
111,203,465,124
154,331,354,64
157,334,325,87
93,161,521,128
99,162,501,141
131,342,362,68
129,293,392,89
82,153,524,144
166,308,345,84
99,147,524,133
142,323,351,87
152,308,358,85
96,149,516,142
88,154,524,137
108,202,473,120
132,273,411,87
85,169,523,126
95,149,525,134
95,145,536,127
90,146,532,135
109,202,482,110
90,168,522,123
159,341,342,61
160,347,329,67
156,342,334,71
94,144,532,133
107,158,498,140
135,276,409,83
143,332,352,76
84,146,539,134
119,229,441,114
