TQ,FQ,TS,FS
210,540,129,24
0,0,678,225
216,531,125,31
201,544,131,27
195,561,123,24
187,562,126,28
198,548,128,29
199,540,131,33
217,524,137,25
212,536,132,23
191,553,132,27
219,561,98,25
202,557,125,19
207,522,141,33
181,572,132,18
185,550,135,33
201,547,130,25
225,527,126,25
204,539,132,28
0,0,674,229
214,553,113,23
214,552,113,24
201,559,119,24
200,547,128,28
193,543,141,26
187,560,132,24
208,542,132,21
194,541,140,28
203,554,124,22
3,13,671,216
186,549,141,27
195,548,135,25
198,550,126,29
209,562,114,18
201,549,127,26
2,10,646,245
192,545,140,26
0,0,684,219
187,543,142,31
207,541,129,26
