TQ,FQ,TS,FS
213,524,145,21
208,544,134,17
222,509,147,25
0,0,675,228
196,540,144,23
192,542,146,23
206,533,143,21
207,525,146,25
214,524,137,28
0,0,668,235
198,552,133,20
222,532,127,22
0,0,682,221
215,522,141,25
176,584,120,23
197,537,148,21
204,522,155,22
227,519,134,23
202,524,147,30
206,532,142,23
217,541,125,20
0,0,665,238
207,538,140,18
0,0,675,228
0,0,684,219
188,544,148,23
0,0,674,229
204,533,148,18
205,545,133,20
204,546,138,15
191,544,146,22
205,536,147,15
0,0,676,227
211,536,140,16
207,529,147,20
219,527,129,28
194,534,151,24
193,541,143,26
195,548,137,23
211,538,132,22
