TQ,FQ,TS,FS
126,256,413,108
127,248,430,98
132,245,411,115
215,582,93,13
122,283,401,97
122,278,410,93
120,281,395,107
142,290,381,90
230,596,65,12
141,250,418,94
130,299,386,88
230,574,85,14
214,625,57,7
143,294,369,97
109,300,404,90
110,245,440,108
132,283,394,94
146,263,390,104
209,579,92,23
122,266,408,107
229,608,58,8
138,269,396,100
129,258,420,96
132,274,401,96
128,263,421,91
203,621,71,8
136,299,375,93
125,256,425,97
129,293,385,96
135,306,378,84
127,260,430,86
127,273,410,93
127,270,406,100
123,294,382,104
126,284,392,101
129,258,398,118
127,247,438,91
136,277,407,83
125,256,429,93
131,262,408,102
