TQ,FQ,TS,FS
65,128,541,169
152,329,349,73
120,227,429,127
98,172,503,130
113,295,389,106
145,314,374,70
19,36,640,208
185,397,274,47
159,296,365,83
191,432,236,44
123,257,428,95
160,311,348,84
151,303,379,70
29,37,626,211
131,345,359,68
40,85,600,178
156,343,334,70
176,312,341,74
80,149,522,152
137,277,397,92
165,342,324,72
151,300,365,87
130,279,399,95
167,405,270,61
143,339,345,76
68,167,525,143
166,321,353,63
146,318,363,76
163,328,350,62
151,336,348,68
136,318,372,77
83,187,496,137
151,325,351,76
162,320,356,65
159,279,397,68
174,325,331,73
161,347,338,57
138,330,354,81
117,278,407,101
167,333,337,66
