TQ,FQ,TS,FS
165,393,276,69
158,384,294,67
132,307,349,115
162,368,307,66
146,372,312,73
138,376,312,77
153,374,302,74
150,379,292,82
162,354,307,80
227,610,58,8
151,397,288,67
173,400,259,71
145,373,309,76
159,351,312,81
135,406,298,64
131,377,308,87
152,383,294,74
166,367,286,84
151,366,305,81
222,609,65,7
164,358,308,73
231,612,53,7
152,373,305,73
153,370,305,75
139,349,335,80
148,352,340,63
161,361,313,68
147,397,284,75
166,393,285,59
148,392,292,71
205,633,57,8
147,345,338,73
155,370,306,72
156,386,290,71
155,350,326,72
0,0,656,247
146,361,324,72
159,397,287,60
137,360,325,81
28,57,613,205
