TQ,FQ,TS,FS
204,487,182,30
198,502,176,27
217,466,190,30
189,493,182,39
190,506,178,29
183,506,182,32
191,501,175,36
199,485,186,33
206,482,179,36
200,487,181,35
0,0,685,218
214,495,164,30
196,506,176,25
203,493,170,37
0,0,704,199
191,498,187,27
198,490,187,28
216,485,168,34
193,476,195,39
202,494,180,27
208,509,157,29
214,492,173,24
200,508,170,25
194,501,174,34
186,494,190,33
176,505,187,35
211,487,187,18
192,485,196,30
198,509,169,27
196,500,184,23
184,509,181,29
195,499,184,25
194,503,173,33
207,512,164,20
200,491,185,27
0,0,656,247
186,505,180,32
188,509,175,31
186,500,185,32
199,499,171,34
