TQ,FQ,TS,FS
217,560,109,17
96,190,488,129
228,534,122,19
110,227,448,118
109,243,441,110
103,251,437,112
105,249,427,122
202,527,144,30
126,212,449,116
129,212,456,106
111,242,443,107
134,248,411,110
114,238,444,107
201,512,151,39
182,595,109,17
96,224,461,122
206,571,106,20
228,541,112,22
108,217,454,124
112,232,442,117
110,195,471,127
114,201,464,124
119,223,455,106
135,285,390,93
111,225,459,108
111,233,459,100
116,236,438,113
205,578,103,17
131,294,384,94
113,243,441,106
110,231,459,103
205,574,109,15
119,250,426,108
105,252,424,122
106,253,423,121
229,560,96,18
203,576,109,15
131,295,389,88
107,208,477,111
128,260,410,105
