TQ,FQ,TS,FS
230,626,43,4
0,0,678,225
184,448,208,63
179,458,217,49
173,493,191,46
155,482,206,60
223,639,37,4
175,492,179,57
14,39,622,228
17,48,620,218
215,639,46,3
21,28,631,223
216,641,41,5
185,451,212,55
151,489,215,48
9,29,656,209
179,497,180,47
16,35,618,234
180,461,210,52
188,477,197,41
0,0,666,237
0,0,665,238
221,640,38,4
0,0,675,228
20,44,640,199
0,0,692,211
225,635,39,4
215,628,53,7
180,481,197,45
213,641,43,6
165,492,198,48
22,34,649,198
10,27,649,217
187,489,187,40
0,0,676,227
190,479,177,57
163,490,195,55
168,477,207,51
157,476,209,61
187,483,187,46
