TQ,FQ,TS,FS
134,248,421,100
124,268,410,101
220,503,153,27
196,501,174,32
199,514,170,20
107,273,415,108
192,497,179,35
122,266,405,110
137,237,424,105
204,520,148,31
133,329,356,85
152,312,347,92
125,256,426,96
147,317,346,93
109,287,417,90
197,500,185,21
199,507,170,27
143,253,400,107
210,503,168,22
185,455,219,44
210,520,146,27
220,517,148,18
138,269,409,87
137,270,405,91
128,262,422,91
113,266,426,98
132,259,415,97
200,518,163,22
147,300,378,78
120,270,414,99
115,267,423,98
115,246,437,105
124,262,414,103
127,249,427,100
135,283,393,92
127,242,414,120
121,258,427,97
117,248,436,102
113,267,418,105
204,554,116,29
