TQ,FQ,TS,FS
35,70,599,199
0,0,678,225
170,431,225,77
42,73,602,186
205,586,98,14
141,433,255,74
99,234,442,128
219,582,89,13
233,590,71,9
222,591,77,13
150,440,245,68
35,69,590,209
0,2,680,221
174,428,235,66
190,640,64,9
28,96,589,190
32,89,588,194
35,83,570,215
227,609,62,5
220,599,75,9
224,607,59,13
175,456,209,63
29,81,597,196
212,592,83,16
1,4,680,218
145,437,255,66
30,71,603,199
162,447,234,60
219,603,75,6
32,71,613,187
199,607,83,14
206,593,90,14
215,599,77,12
218,614,62,9
38,74,602,189
238,597,59,9
30,73,612,188
145,427,257,74
142,449,236,76
213,587,83,20
