TQ,FQ,TS,FS
108,257,412,126
156,439,239,69
159,414,242,88
55,76,599,173
40,88,596,179
144,467,221,71
31,76,600,196
44,96,575,188
41,92,569,201
39,78,590,196
49,87,598,169
45,78,581,199
50,94,588,171
231,602,61,9
40,83,621,159
208,633,52,10
212,623,54,14
44,86,567,206
226,613,58,6
221,623,51,8
117,255,411,120
39,76,589,199
218,617,61,7
36,93,582,192
17,39,645,202
45,91,601,166
162,430,244,67
39,84,597,183
40,95,583,185
208,631,53,11
201,638,52,12
216,626,57,4
219,631,45,8
217,617,59,10
0,0,676,227
238,616,40,9
207,638,47,11
153,436,248,66
45,81,604,173
223,615,55,10
