TQ,FQ,TS,FS
222,617,52,12
91,201,477,134
96,204,452,151
44,69,606,184
79,216,468,140
55,70,618,160
87,175,501,140
101,186,485,131
95,200,461,147
100,201,467,135
95,213,472,123
45,79,580,199
90,204,478,131
93,213,450,147
80,208,496,119
90,223,462,128
94,191,486,132
105,186,467,145
226,629,42,6
89,207,467,140
89,165,501,148
103,186,479,135
82,212,466,143
220,635,40,8
210,627,57,9
37,59,633,174
101,198,476,128
97,199,482,125
98,216,462,127
86,209,475,133
88,206,484,125
95,206,477,125
87,202,474,140
221,621,55,6
89,174,502,138
111,196,460,136
210,643,42,8
91,204,480,128
207,626,59,11
100,194,476,133
