TQ,FQ,TS,FS
85,121,548,149
180,442,236,45
65,102,554,182
155,337,338,73
78,137,547,141
66,144,544,149
72,140,536,155
84,126,545,148
85,131,530,157
189,445,223,46
150,359,326,68
192,437,222,52
72,140,542,149
185,453,210,55
61,143,561,138
167,412,273,51
143,348,329,83
204,426,227,46
103,214,457,129
175,439,235,54
233,639,27,4
82,118,547,156
153,334,344,72
171,440,235,57
79,127,557,140
68,122,570,143
186,441,233,43
185,496,185,37
178,436,242,47
169,449,235,50
71,133,557,142
167,429,254,53
178,444,232,49
188,422,254,39
143,337,339,84
191,445,211,56
74,137,548,144
76,129,555,143
65,127,558,153
181,428,242,52
