TQ,FQ,TS,FS
113,213,456,121
91,209,469,134
247,656,0,0
175,458,217,53
107,290,394,112
122,302,386,93
93,203,473,134
112,228,443,120
100,215,446,142
94,212,456,141
41,97,588,177
105,191,468,139
109,211,471,112
114,208,455,126
90,226,478,109
167,469,216,51
119,270,407,107
175,372,281,75
103,211,460,129
101,215,459,128
107,211,455,130
163,369,296,75
97,210,468,128
86,196,479,142
99,232,452,120
160,489,203,51
102,202,472,127
80,165,516,142
108,216,462,117
92,223,461,127
138,383,307,75
87,219,464,133
101,222,454,126
81,201,475,146
86,220,456,141
108,195,461,139
42,70,615,176
60,140,544,159
214,661,24,4
98,172,498,135
