TQ,FQ,TS,FS
116,232,437,118
132,329,349,93
147,289,367,100
152,314,361,76
132,332,352,87
90,171,517,125
158,355,321,69
142,318,353,90
163,339,322,79
86,169,499,149
160,354,331,58
150,299,360,94
155,346,336,66
173,349,314,67
12,24,680,187
152,393,292,66
120,262,415,106
95,161,492,155
143,314,357,89
163,357,317,66
118,249,417,119
127,268,397,111
157,356,322,68
114,214,461,114
140,337,347,79
89,182,510,122
168,358,316,61
10,19,662,212
163,344,334,62
161,423,261,58
95,228,462,118
130,283,400,90
155,315,361,72
85,166,510,142
157,356,320,70
170,346,310,77
115,246,439,103
110,269,415,109
151,362,323,67
164,362,308,69
