TQ,FQ,TS,FS
159,336,333,75
158,350,328,67
150,343,313,97
157,356,319,71
150,355,329,69
145,351,337,70
157,357,319,70
161,356,315,71
163,339,322,79
161,336,332,74
212,644,41,6
173,366,293,71
156,352,330,65
155,329,334,85
132,361,343,67
142,351,334,76
158,364,313,68
172,339,314,78
151,333,338,81
161,350,324,68
169,344,322,68
167,345,320,71
154,339,339,71
160,349,326,68
158,345,339,61
149,354,338,62
5,10,664,224
155,346,335,67
155,357,321,70
159,362,322,60
148,344,346,65
213,633,50,7
157,369,307,70
161,364,312,66
155,354,322,72
168,348,308,79
151,335,350,67
159,360,324,60
145,335,350,73
161,343,327,72
