"","statement","question"
"bg",0.588949066160732,0.411050933839268
"empty",0.134639007891043,-0.134639007891044
"H#",-0.234123516713969,0.234123516713968
"#L",-0.226259968146146,0.226259968146145
"L#",0.213873438256262,-0.213873438256263
"#H",-0.149910764637417,0.149910764637416
