TQ,FQ,TS,FS
146,107,562,88
144,135,543,81
160,144,512,87
153,162,513,75
151,169,515,68
138,114,574,77
153,138,538,74
135,108,563,97
145,112,549,97
158,122,546,77
148,134,551,70
164,122,537,80
149,103,579,72
144,125,538,96
123,108,596,76
121,111,574,97
114,75,602,112
163,98,555,87
144,111,560,88
128,119,555,101
158,124,542,79
145,134,531,93
140,123,555,85
151,109,566,77
135,134,550,84
136,167,525,75
137,113,561,92
150,116,565,72
124,90,588,101
156,124,560,63
142,121,569,71
138,151,532,82
136,109,567,91
136,111,565,91
134,113,563,93
171,169,487,76
126,94,591,92
135,109,575,84
142,109,576,76
154,128,542,79
