TQ,FQ,TS,FS
144,98,571,90
136,118,560,89
151,113,543,96
141,112,563,87
134,121,563,85
133,112,576,82
139,94,582,88
138,117,554,94
147,132,529,95
149,106,562,86
133,102,583,85
155,98,561,89
136,99,583,85
141,119,544,99
123,103,601,76
119,114,571,99
137,112,565,89
162,103,550,88
143,100,571,89
123,93,581,106
152,107,559,85
140,110,555,98
137,112,566,88
139,84,591,89
131,116,568,88
109,86,606,102
130,108,566,99
142,120,561,80
145,108,570,80
147,105,579,72
135,105,585,78
131,112,571,89
129,103,573,98
135,110,566,92
131,108,568,96
145,100,556,102
132,99,586,86
129,100,584,90
130,95,590,88
149,105,565,84
