TQ,FQ,TS,FS
148,111,558,86
142,131,547,83
147,109,547,100
143,117,558,85
138,138,546,81
149,138,550,66
134,78,598,93
131,90,581,101
149,124,537,93
151,99,569,84
132,106,579,86
164,112,547,80
139,92,590,82
146,130,533,94
120,109,595,79
135,155,530,83
140,115,562,86
166,112,541,84
150,127,544,82
126,113,561,103
154,113,553,83
144,123,542,94
146,159,519,79
171,223,452,57
135,129,555,84
140,167,525,71
142,128,546,87
137,96,585,85
146,111,567,79
156,115,569,63
133,111,579,80
135,125,558,85
124,98,578,103
140,125,551,87
131,106,570,96
154,103,553,93
137,110,575,81
144,135,549,75
136,101,584,82
148,100,570,85
